DataRate,Payload Size,No of Stations,No of Slots,Beacon Interval,Throughput,Simulation Time 
0.65,256,280,10,51200,0.226166,3
0.65,256,290,10,51200,0.239039,3
0.65,256,300,10,51200,0.23036,3
0.65,256,310,10,51200,0.233288,3
0.65,256,320,10,51200,0.23636,3
0.65,256,330,10,51200,0.245042,3
0.65,256,340,10,51200,0.246382,3
0.65,256,350,10,51200,0.235544,3
0.65,256,360,10,51200,0.230119,3
0.65,256,370,10,51200,0.241152,3
0.65,256,380,10,51200,0.239909,3
0.65,256,390,10,51200,0.242755,3
0.65,256,400,10,51200,0.248371,3
0.65,256,410,10,51200,0.244823,3
0.65,256,420,10,51200,0.252829,3
0.65,256,430,10,51200,0.245593,3
0.65,256,440,10,51200,0.251249,3
0.65,256,450,10,51200,0.243121,3
0.65,256,460,10,51200,0.246904,3
0.65,256,470,10,51200,0.256164,3
0.65,256,480,10,51200,0.248354,3
0.65,256,490,10,51200,0.265661,3
0.65,256,500,10,51200,0.250315,3
0.65,256,30,15,51200,0.2048,3
0.65,256,40,15,51200,0.24535,3
0.65,256,50,15,51200,0.23552,3
0.65,256,60,15,51200,0.230144,3
0.65,256,70,15,51200,0.267904,3
0.65,256,80,15,51200,0.245248,3
0.65,256,90,15,51200,0.239794,3
0.65,256,100,15,51200,0.278435,3
0.65,256,110,15,51200,0.259151,3
0.65,256,120,15,51200,0.25367,3
0.65,256,130,15,51200,0.274997,3
0.65,256,140,15,51200,0.267968,3
0.65,256,150,15,51200,0.254862,3
0.65,256,160,15,51200,0.271929,3
0.65,256,170,15,51200,0.260096,3
0.65,256,180,15,51200,0.256143,3
0.65,256,190,15,51200,0.276724,3
0.65,256,200,15,51200,0.26027,3
0.65,256,210,15,51200,0.251422,3
0.65,256,220,15,51200,0.262787,3
0.65,256,230,15,51200,0.25492,3
0.65,256,240,15,51200,0.2476,3
0.65,256,250,15,51200,0.258187,3
0.65,256,260,15,51200,0.250571,3
0.65,256,270,15,51200,0.250171,3
0.65,256,280,15,51200,0.252607,3
0.65,256,290,15,51200,0.240991,3
0.65,256,300,15,51200,0.24489,3
0.65,256,310,15,51200,0.245248,3
0.65,256,320,15,51200,0.24087,3
0.65,256,330,15,51200,0.238136,3
0.65,256,340,15,51200,0.244082,3
0.65,256,350,15,51200,0.238957,3
0.65,256,360,15,51200,0.238972,3
0.65,256,370,15,51200,0.240651,3
0.65,256,380,15,51200,0.246795,3
0.65,256,390,15,51200,0.247719,3
0.65,256,400,15,51200,0.249725,3
0.65,256,410,15,51200,0.245509,3
0.65,256,420,15,51200,0.243505,3
0.65,256,430,15,51200,0.244515,3
0.65,256,440,15,51200,0.244775,3
0.65,256,450,15,51200,0.24617,3
0.65,256,460,15,51200,0.252878,3
0.65,256,470,15,51200,0.253204,3
0.65,256,480,15,51200,0.249704,3
0.65,256,490,15,51200,0.251681,3
0.65,256,500,15,51200,0.250146,3
0.65,256,30,20,51200,0.228352,3
0.65,256,40,20,51200,0.223418,3
0.65,256,50,20,51200,0.254805,3
0.65,256,60,20,51200,0.245487,3
0.65,256,70,20,51200,0.28631,3
0.65,256,80,20,51200,0.233472,3
0.65,256,90,20,51200,0.263022,3
0.65,256,100,20,51200,0.226569,3
0.65,256,110,20,51200,0.250159,3
0.65,256,120,20,51200,0.229632,3
0.65,256,130,20,51200,0.24123,3
0.65,256,140,20,51200,0.225388,3
0.65,256,150,20,51200,0.241287,3
0.65,256,160,20,51200,0.226518,3
0.65,256,170,20,51200,0.24114,3
0.65,256,180,20,51200,0.233821,3
0.65,256,190,20,51200,0.242219,3
0.65,256,200,20,51200,0.234732,3
0.65,256,210,20,51200,0.242205,3
0.65,256,220,20,51200,0.235664,3
0.65,256,230,20,51200,0.245437,3
0.65,256,240,20,51200,0.243746,3
0.65,256,250,20,51200,0.252928,3
0.65,256,260,20,51200,0.239306,3
0.65,256,270,20,51200,0.251746,3
0.65,256,280,20,51200,0.246502,3
0.65,256,290,20,51200,0.2541,3
0.65,256,300,20,51200,0.242456,3
0.65,256,310,20,51200,0.251572,3
0.65,256,320,20,51200,0.249404,3
0.65,256,330,20,51200,0.254503,3
0.65,256,340,20,51200,0.247758,3
0.65,256,350,20,51200,0.2559,3
0.65,256,360,20,51200,0.244011,3
0.65,256,370,20,51200,0.258143,3
0.65,256,380,20,51200,0.254849,3
0.65,256,390,20,51200,0.265581,3
0.65,256,400,20,51200,0.250304,3
0.65,256,410,20,51200,0.262761,3
0.65,256,420,20,51200,0.256363,3
0.65,256,430,20,51200,0.265464,3
0.65,256,440,20,51200,0.25339,3
0.65,256,450,20,51200,0.2604,3
0.65,256,460,20,51200,0.259718,3
0.65,256,470,20,51200,0.265445,3
0.65,256,480,20,51200,0.261799,3
0.65,256,490,20,51200,0.26908,3
0.65,256,500,20,51200,0.261511,3
0.65,256,30,25,51200,0.2048,3
0.65,256,40,25,51200,0.270336,3
0.65,256,50,25,51200,0.21899,3
0.65,256,60,25,51200,0.263022,3
0.65,256,70,25,51200,0.306615,3
0.65,256,80,25,51200,0.233667,3
0.65,256,90,25,51200,0.250973,3
0.65,256,100,25,51200,0.219282,3
0.65,256,110,25,51200,0.241079,3
0.65,256,120,25,51200,0.272308,3
0.65,256,130,25,51200,0.234195,3
0.65,256,140,25,51200,0.24459,3
0.65,256,150,25,51200,0.224181,3
0.65,256,160,25,51200,0.239116,3
0.65,256,170,25,51200,0.254102,3
0.65,256,180,25,51200,0.239839,3
0.65,256,190,25,51200,0.252883,3
0.65,256,200,25,51200,0.230497,3
0.65,256,210,25,51200,0.242205,3
0.65,256,220,25,51200,0.253566,3
0.65,256,230,25,51200,0.241664,3
0.65,256,240,25,51200,0.244497,3
0.65,256,250,25,51200,0.231579,3
0.65,256,260,25,51200,0.240919,3
0.65,256,270,25,51200,0.253731,3
0.65,256,280,25,51200,0.236402,3
0.65,256,290,25,51200,0.24448,3
0.65,256,300,25,51200,0.233367,3
0.65,256,310,25,51200,0.240929,3
0.65,256,320,25,51200,0.246564,3
0.65,256,330,25,51200,0.233734,3
0.65,256,340,25,51200,0.245955,3
0.65,256,350,25,51200,0.237867,3
0.65,256,360,25,51200,0.241079,3
0.65,256,370,25,51200,0.251812,3
0.65,256,380,25,51200,0.239189,3
0.65,256,390,25,51200,0.245589,3
0.65,256,400,25,51200,0.240824,3
0.65,256,410,25,51200,0.247663,3
0.65,256,420,25,51200,0.256401,3
0.65,256,430,25,51200,0.241052,3
0.65,256,440,25,51200,0.25126,3
0.65,256,450,25,51200,0.241813,3
0.65,256,460,25,51200,0.242221,3
0.65,256,470,25,51200,0.252891,3
0.65,256,480,25,51200,0.245707,3
0.65,256,490,25,51200,0.260908,3
0.65,256,500,25,51200,0.261498,3
0.65,256,30,30,51200,0.263314,3
0.65,256,40,30,51200,0.203093,3
0.65,256,50,30,51200,0.270336,3
0.65,256,60,30,51200,0.282466,3
0.65,256,70,30,51200,0.265344,3
0.65,256,80,30,51200,0.286238,3
0.65,256,90,30,51200,0.274944,3
0.65,256,100,30,51200,0.277225,3
0.65,256,110,30,51200,0.304407,3
0.65,256,120,30,51200,0.282388,3
0.65,256,130,30,51200,0.282405,3
0.65,256,140,30,51200,0.304421,3
0.65,256,150,30,51200,0.285824,3
0.65,256,160,30,51200,0.294788,3
0.65,256,170,30,51200,0.31291,3
0.65,256,180,30,51200,0.293473,3
0.65,256,190,30,51200,0.287078,3
0.65,256,200,30,51200,0.308303,3
0.65,256,210,30,51200,0.293483,3
0.65,256,220,30,51200,0.309153,3
0.65,256,230,30,51200,0.309713,3
0.65,256,240,30,51200,0.294571,3
0.65,256,250,30,51200,0.307869,3
0.65,256,260,30,51200,0.314472,3
0.65,256,270,30,51200,0.292219,3
0.65,256,280,30,51200,0.304583,3
0.65,256,290,30,51200,0.311929,3
0.65,256,300,30,51200,0.289724,3
0.65,256,310,30,51200,0.295919,3
0.65,256,320,30,51200,0.31324,3
0.65,256,330,30,51200,0.29088,3
0.65,256,340,30,51200,0.294729,3
0.65,256,350,30,51200,0.300777,3
0.65,256,360,30,51200,0.283449,3
0.65,256,370,30,51200,0.291012,3
0.65,256,380,30,51200,0.283594,3
0.65,256,390,30,51200,0.28381,3
0.65,256,400,30,51200,0.285177,3
0.65,256,410,30,51200,0.28672,3
0.65,256,420,30,51200,0.273843,3
0.65,256,430,30,51200,0.285821,3
0.65,256,440,30,51200,0.301181,3
0.65,256,450,30,51200,0.289867,3
0.65,256,460,30,51200,0.281283,3
0.65,256,470,30,51200,0.289467,3
0.65,256,480,30,51200,0.282123,3
0.65,256,490,30,51200,0.280031,3
0.65,256,500,30,51200,0.291818,3
0.65,256,30,35,51200,0.178176,3
0.65,256,40,35,51200,0.204117,3
0.65,256,50,35,51200,0.203435,3
0.65,256,60,35,51200,0.274274,3
0.65,256,70,35,51200,0.304274,3
0.65,256,80,35,51200,0.253952,3
0.65,256,90,35,51200,0.271053,3
0.65,256,100,35,51200,0.330866,3
0.65,256,110,35,51200,0.275541,3
0.65,256,120,35,51200,0.287703,3
0.65,256,130,35,51200,0.323243,3
0.65,256,140,35,51200,0.314254,3
0.65,256,150,35,51200,0.292468,3
0.65,256,160,35,51200,0.3109,3
0.65,256,170,35,51200,0.330917,3
0.65,256,180,35,51200,0.301454,3
0.65,256,190,35,51200,0.315051,3
0.65,256,200,35,51200,0.318658,3
0.65,256,210,35,51200,0.315238,3
0.65,256,220,35,51200,0.298077,3
0.65,256,230,35,51200,0.316916,3
0.65,256,240,35,51200,0.322095,3
0.65,256,250,35,51200,0.305821,3
0.65,256,260,35,51200,0.3072,3
0.65,256,270,35,51200,0.324504,3
0.65,256,280,35,51200,0.318543,3
0.65,256,290,35,51200,0.30936,3
0.65,256,300,35,51200,0.321164,3
0.65,256,310,35,51200,0.322048,3
0.65,256,320,35,51200,0.300955,3
0.65,256,330,35,51200,0.31389,3
0.65,256,340,35,51200,0.316218,3
0.65,256,350,35,51200,0.313792,3
0.65,256,360,35,51200,0.312763,3
0.65,256,370,35,51200,0.313946,3
0.65,256,380,35,51200,0.319368,3
0.65,256,390,35,51200,0.308196,3
0.65,256,400,35,51200,0.306695,3
0.65,256,410,35,51200,0.313877,3
0.65,256,420,35,51200,0.309712,3
0.65,256,430,35,51200,0.302482,3
0.65,256,440,35,51200,0.315341,3
0.65,256,450,35,51200,0.307763,3
0.65,256,460,35,51200,0.29965,3
0.65,256,470,35,51200,0.299107,3
0.65,256,480,35,51200,0.314668,3
0.65,256,490,35,51200,0.303663,3
0.65,256,500,35,51200,0.298265,3
0.65,256,30,40,51200,0.176538,3
0.65,256,40,40,51200,0.241664,3
0.65,256,50,40,51200,0.200567,3
0.65,256,60,40,51200,0.209498,3
0.65,256,70,40,51200,0.237688,3
0.65,256,80,40,51200,0.289664,3
0.65,256,90,40,51200,0.250051,3
0.65,256,100,40,51200,0.262889,3
0.65,256,110,40,51200,0.272829,3
0.65,256,120,40,51200,0.269189,3
0.65,256,130,40,51200,0.268212,3
0.65,256,140,40,51200,0.269206,3
0.65,256,150,40,51200,0.289757,3
0.65,256,160,40,51200,0.296183,3
0.65,256,170,40,51200,0.283369,3
0.65,256,180,40,51200,0.27648,3
0.65,256,190,40,51200,0.291401,3
0.65,256,200,40,51200,0.27869,3
0.65,256,210,40,51200,0.279859,3
0.65,256,220,40,51200,0.28707,3
0.65,256,230,40,51200,0.297809,3
0.65,256,240,40,51200,0.281862,3
0.65,256,250,40,51200,0.285628,3
0.65,256,260,40,51200,0.289926,3
0.65,256,270,40,51200,0.297672,3
0.65,256,280,40,51200,0.303235,3
0.65,256,290,40,51200,0.288891,3
0.65,256,300,40,51200,0.284479,3
0.65,256,310,40,51200,0.298338,3
0.65,256,320,40,51200,0.292284,3
0.65,256,330,40,51200,0.289207,3
0.65,256,340,40,51200,0.301897,3
0.65,256,350,40,51200,0.29599,3
0.65,256,360,40,51200,0.294312,3
0.65,256,370,40,51200,0.290491,3
0.65,256,380,40,51200,0.294849,3
0.65,256,390,40,51200,0.296064,3
0.65,256,400,40,51200,0.28776,3
0.65,256,410,40,51200,0.288279,3
0.65,256,420,40,51200,0.305458,3
0.65,256,430,40,51200,0.292747,3
0.65,256,440,40,51200,0.29775,3
0.65,256,450,40,51200,0.298662,3
0.65,256,460,40,51200,0.287313,3
0.65,256,470,40,51200,0.296822,3
0.65,256,480,40,51200,0.29815,3
0.65,256,490,40,51200,0.298063,3
0.65,256,500,40,51200,0.290074,3
0.65,256,30,45,51200,0.158441,3
0.65,256,40,45,51200,0.205731,3
0.65,256,50,45,51200,0.212992,3
0.65,256,60,45,51200,0.214656,3
0.65,256,70,45,51200,0.215795,3
0.65,256,80,45,51200,0.270095,3
0.65,256,90,45,51200,0.272923,3
0.65,256,100,45,51200,0.231342,3
0.65,256,110,45,51200,0.23059,3
0.65,256,120,45,51200,0.280917,3
0.65,256,130,45,51200,0.267833,3
0.65,256,140,45,51200,0.275017,3
0.65,256,150,45,51200,0.275934,3
0.65,256,160,45,51200,0.282095,3
0.65,256,170,45,51200,0.295744,3
0.65,256,180,45,51200,0.289264,3
0.65,256,190,45,51200,0.273602,3
0.65,256,200,45,51200,0.275325,3
0.65,256,210,45,51200,0.287035,3
0.65,256,220,45,51200,0.293599,3
0.65,256,230,45,51200,0.294349,3
0.65,256,240,45,51200,0.277132,3
0.65,256,250,45,51200,0.301961,3
0.65,256,260,45,51200,0.297461,3
0.65,256,270,45,51200,0.290371,3
0.65,256,280,45,51200,0.289855,3
0.65,256,290,45,51200,0.292141,3
0.65,256,300,45,51200,0.286455,3
0.65,256,310,45,51200,0.294558,3
0.65,256,320,45,51200,0.294153,3
0.65,256,330,45,51200,0.29184,3
0.65,256,340,45,51200,0.30091,3
0.65,256,350,45,51200,0.294265,3
0.65,256,360,45,51200,0.294453,3
0.65,256,370,45,51200,0.290023,3
0.65,256,380,45,51200,0.29737,3
0.65,256,390,45,51200,0.294291,3
0.65,256,400,45,51200,0.306572,3
0.65,256,410,45,51200,0.299598,3
0.65,256,420,45,51200,0.293547,3
0.65,256,430,45,51200,0.291191,3
0.65,256,440,45,51200,0.30129,3
0.65,256,450,45,51200,0.291413,3
0.65,256,460,45,51200,0.288959,3
0.65,256,470,45,51200,0.287286,3
0.65,256,480,45,51200,0.29649,3
0.65,256,490,45,51200,0.295072,3
0.65,256,500,45,51200,0.294728,3
0.65,256,30,50,51200,0.165683,3
0.65,256,40,50,51200,0.200704,3
0.65,256,50,50,51200,0.273501,3
0.65,256,60,50,51200,0.219264,3
0.65,256,70,50,51200,0.216226,3
0.65,256,80,50,51200,0.246329,3
0.65,256,90,50,51200,0.278756,3
0.65,256,100,50,51200,0.264378,3
0.65,256,110,50,51200,0.255573,3
0.65,256,120,50,51200,0.253558,3
0.65,256,130,50,51200,0.286147,3
0.65,256,140,50,51200,0.303514,3
0.65,256,150,50,51200,0.292645,3
0.65,256,160,50,51200,0.271988,3
0.65,256,170,50,51200,0.277312,3
0.65,256,180,50,51200,0.284424,3
0.65,256,190,50,51200,0.297643,3
0.65,256,200,50,51200,0.286486,3
0.65,256,210,50,51200,0.286665,3
0.65,256,220,50,51200,0.292271,3
0.65,256,230,50,51200,0.287088,3
0.65,256,240,50,51200,0.293074,3
0.65,256,250,50,51200,0.299408,3
0.65,256,260,50,51200,0.292425,3
0.65,256,270,50,51200,0.295674,3
0.65,256,280,50,51200,0.30222,3
0.65,256,290,50,51200,0.304014,3
0.65,256,300,50,51200,0.304542,3
0.65,256,310,50,51200,0.280869,3
0.65,256,320,50,51200,0.284505,3
0.65,256,330,50,51200,0.29696,3
0.65,256,340,50,51200,0.303024,3
0.65,256,350,50,51200,0.292941,3
0.65,256,360,50,51200,0.292091,3
0.65,256,370,50,51200,0.283721,3
0.65,256,380,50,51200,0.296667,3
0.65,256,390,50,51200,0.30007,3
0.65,256,400,50,51200,0.292145,3
0.65,256,410,50,51200,0.296572,3
0.65,256,420,50,51200,0.292284,3
0.65,256,430,50,51200,0.290922,3
0.65,256,440,50,51200,0.300919,3
0.65,256,450,50,51200,0.292663,3
0.65,256,460,50,51200,0.285041,3
0.65,256,470,50,51200,0.287089,3
0.65,256,480,50,51200,0.289971,3
0.65,256,490,50,51200,0.30048,3
0.65,256,500,50,51200,0.296224,3
0.65,256,30,5,61440,0.262729,3
0.65,256,40,5,61440,0.244941,3
0.65,256,50,5,61440,0.255317,3
0.65,256,60,5,61440,0.244122,3
0.65,256,70,5,61440,0.251302,3
0.65,256,80,5,61440,0.257078,3
0.65,256,90,5,61440,0.248646,3
0.65,256,100,5,61440,0.252501,3
0.65,256,110,5,61440,0.246443,3
0.65,256,120,5,61440,0.247737,3
0.65,256,130,5,61440,0.251177,3
0.65,256,140,5,61440,0.242086,3
0.65,256,150,5,61440,0.247125,3
0.65,256,160,5,61440,0.247485,3
0.65,256,170,5,61440,0.248934,3
0.65,256,180,5,61440,0.249222,3
0.65,256,190,5,61440,0.237434,3
0.65,256,200,5,61440,0.242928,3
0.65,256,210,5,61440,0.23679,3
0.65,256,220,5,61440,0.238356,3
0.65,256,230,5,61440,0.238959,3
0.65,256,240,5,61440,0.231137,3
0.65,256,250,5,61440,0.239323,3
0.65,256,260,5,61440,0.227999,3
0.65,256,270,5,61440,0.228121,3
0.65,256,280,5,61440,0.237243,3
0.65,256,290,5,61440,0.22928,3
0.65,256,300,5,61440,0.229841,3
0.65,256,310,5,61440,0.232448,3
0.65,256,320,5,61440,0.221447,3
0.65,256,330,5,61440,0.227714,3
0.65,256,340,5,61440,0.231424,3
0.65,256,350,5,61440,0.22198,3
0.65,256,360,5,61440,0.221615,3
0.65,256,370,5,61440,0.228136,3
0.65,256,380,5,61440,0.22505,3
0.65,256,390,5,61440,0.218419,3
0.65,256,400,5,61440,0.224486,3
0.65,256,410,5,61440,0.219869,3
0.65,256,420,5,61440,0.220567,3
0.65,256,430,5,61440,0.219624,3
0.65,256,440,5,61440,0.221135,3
0.65,256,450,5,61440,0.211754,3
0.65,256,460,5,61440,0.213783,3
0.65,256,470,5,61440,0.213271,3
0.65,256,480,5,61440,0.205228,3
0.65,256,490,5,61440,0.215613,3
0.65,256,500,5,61440,0.203831,3
0.65,256,30,10,61440,0.230144,3
0.65,256,40,10,61440,0.24535,3
0.65,256,50,10,61440,0.23552,3
0.65,256,60,10,61440,0.216245,3
0.65,256,70,10,61440,0.224957,3
0.65,256,80,10,61440,0.213081,3
0.65,256,90,10,61440,0.211023,3
0.65,256,100,10,61440,0.203981,3
0.65,256,110,10,61440,0.203745,3
0.65,256,120,10,61440,0.203719,3
0.65,256,130,10,61440,0.203277,3
0.65,256,140,10,61440,0.203191,3
0.65,256,150,10,61440,0.203162,3
0.65,256,160,10,61440,0.203136,3
0.65,256,170,10,61440,0.202872,3
0.65,256,180,10,61440,0.199363,3
0.65,256,190,10,61440,0.202357,3
0.65,256,200,10,61440,0.202035,3
0.65,256,210,10,61440,0.204635,3
0.65,256,220,10,61440,0.201728,3
0.65,256,230,10,61440,0.203535,3
0.65,256,240,10,61440,0.2033,3
0.65,256,250,10,61440,0.200049,3
0.65,256,260,10,61440,0.202247,3
0.65,256,270,10,61440,0.201318,3
0.65,256,280,10,61440,0.201716,3
0.65,256,290,10,61440,0.20133,3
0.65,256,300,10,61440,0.20103,3
0.65,256,310,10,61440,0.197092,3
0.65,256,320,10,61440,0.199845,3
0.65,256,330,10,61440,0.198677,3
0.65,256,340,10,61440,0.202984,3
0.65,256,350,10,61440,0.19625,3
0.65,256,360,10,61440,0.197052,3
0.65,256,370,10,61440,0.199632,3
0.65,256,380,10,61440,0.19694,3
0.65,256,390,10,61440,0.200853,3
0.65,256,400,10,61440,0.205259,3
0.65,256,410,10,61440,0.195455,3
0.65,256,420,10,61440,0.199975,3
0.65,256,430,10,61440,0.196425,3
0.65,256,440,10,61440,0.199999,3
0.65,256,450,10,61440,0.200142,3
0.65,256,460,10,61440,0.198266,3
0.65,256,470,10,61440,0.207339,3
0.65,256,480,10,61440,0.197937,3
0.65,256,490,10,61440,0.218511,3
0.65,256,500,10,61440,0.199735,3
0.65,256,30,15,61440,0.204572,3
0.65,256,40,15,61440,0.24535,3
0.65,256,50,15,61440,0.219282,3
0.65,256,60,15,61440,0.193698,3
0.65,256,70,15,61440,0.238706,3
0.65,256,80,15,61440,0.213259,3
0.65,256,90,15,61440,0.204648,3
0.65,256,100,15,61440,0.235599,3
0.65,256,110,15,61440,0.225143,3
0.65,256,120,15,61440,0.216124,3
0.65,256,130,15,61440,0.234616,3
0.65,256,140,15,61440,0.225927,3
0.65,256,150,15,61440,0.223981,3
0.65,256,160,15,61440,0.239116,3
0.65,256,170,15,61440,0.231333,3
0.65,256,180,15,61440,0.229163,3
0.65,256,190,15,61440,0.242048,3
0.65,256,200,15,61440,0.235599,3
0.65,256,210,15,61440,0.229157,3
0.65,256,220,15,61440,0.243712,3
0.65,256,230,15,61440,0.238019,3
0.65,256,240,15,61440,0.232074,3
0.65,256,250,15,61440,0.245958,3
0.65,256,260,15,61440,0.232719,3
0.65,256,270,15,61440,0.237627,3
0.65,256,280,15,61440,0.242308,3
0.65,256,290,15,61440,0.237513,3
0.65,256,300,15,61440,0.238215,3
0.65,256,310,15,61440,0.240876,3
0.65,256,320,15,61440,0.233275,3
0.65,256,330,15,61440,0.239517,3
0.65,256,340,15,61440,0.233169,3
0.65,256,350,15,61440,0.2337,3
0.65,256,360,15,61440,0.235008,3
0.65,256,370,15,61440,0.236108,3
0.65,256,380,15,61440,0.237931,3
0.65,256,390,15,61440,0.237004,3
0.65,256,400,15,61440,0.230291,3
0.65,256,410,15,61440,0.239094,3
0.65,256,420,15,61440,0.229926,3
0.65,256,430,15,61440,0.237204,3
0.65,256,440,15,61440,0.234874,3
0.65,256,450,15,61440,0.235919,3
0.65,256,460,15,61440,0.232819,3
0.65,256,470,15,61440,0.23003,3
0.65,256,480,15,61440,0.228061,3
0.65,256,490,15,61440,0.233522,3
0.65,256,500,15,61440,0.225012,3
0.65,256,30,20,61440,0.259218,3
0.65,256,40,20,61440,0.272384,3
0.65,256,50,20,61440,0.27648,3
0.65,256,60,20,61440,0.262437,3
0.65,256,70,20,61440,0.285764,3
0.65,256,80,20,61440,0.258156,3
0.65,256,90,20,61440,0.290385,3
0.65,256,100,20,61440,0.26624,3
0.65,256,110,20,61440,0.281088,3
0.65,256,120,20,61440,0.271625,3
0.65,256,130,20,61440,0.29476,3
0.65,256,140,20,61440,0.267328,3
0.65,256,150,20,61440,0.295176,3
0.65,256,160,20,61440,0.27765,3
0.65,256,170,20,61440,0.295029,3
0.65,256,180,20,61440,0.279578,3
0.65,256,190,20,61440,0.2957,3
0.65,256,200,20,61440,0.28355,3
0.65,256,210,20,61440,0.308449,3
0.65,256,220,20,61440,0.291681,3
0.65,256,230,20,61440,0.304924,3
0.65,256,240,20,61440,0.284505,3
0.65,256,250,20,61440,0.303606,3
0.65,256,260,20,61440,0.29949,3
0.65,256,270,20,61440,0.299993,3
0.65,256,280,20,61440,0.286289,3
0.65,256,290,20,61440,0.287779,3
0.65,256,300,20,61440,0.29276,3
0.65,256,310,20,61440,0.297984,3
0.65,256,320,20,61440,0.293954,3
0.65,256,330,20,61440,0.297753,3
0.65,256,340,20,61440,0.294105,3
0.65,256,350,20,61440,0.302732,3
0.65,256,360,20,61440,0.305091,3
0.65,256,370,20,61440,0.301466,3
0.65,256,380,20,61440,0.287772,3
0.65,256,390,20,61440,0.295662,3
0.65,256,400,20,61440,0.287906,3
0.65,256,410,20,61440,0.298897,3
0.65,256,420,20,61440,0.303562,3
0.65,256,430,20,61440,0.302758,3
0.65,256,440,20,61440,0.29223,3
0.65,256,450,20,61440,0.301186,3
0.65,256,460,20,61440,0.296984,3
0.65,256,470,20,61440,0.299996,3
0.65,256,480,20,61440,0.29946,3
0.65,256,490,20,61440,0.30032,3
0.65,256,500,20,61440,0.300583,3
0.65,256,30,25,61440,0.18391,3
0.65,256,40,25,61440,0.270791,3
0.65,256,50,25,61440,0.278342,3
0.65,256,60,25,61440,0.259365,3
0.65,256,70,25,61440,0.302811,3
0.65,256,80,25,61440,0.288166,3
0.65,256,90,25,61440,0.28866,3
0.65,256,100,25,61440,0.306278,3
0.65,256,110,25,61440,0.279979,3
0.65,256,120,25,61440,0.304213,3
0.65,256,130,25,61440,0.284526,3
0.65,256,140,25,61440,0.305006,3
0.65,256,150,25,61440,0.295573,3
0.65,256,160,25,61440,0.278996,3
0.65,256,170,25,61440,0.304008,3
0.65,256,180,25,61440,0.280261,3
0.65,256,190,25,61440,0.285594,3
0.65,256,200,25,61440,0.293613,3
0.65,256,210,25,61440,0.289094,3
0.65,256,220,25,61440,0.293865,3
0.65,256,230,25,61440,0.285653,3
0.65,256,240,25,61440,0.28885,3
0.65,256,250,25,61440,0.290575,3
0.65,256,260,25,61440,0.279794,3
0.65,256,270,25,61440,0.291337,3
0.65,256,280,25,61440,0.282942,3
0.65,256,290,25,61440,0.284984,3
0.65,256,300,25,61440,0.288399,3
0.65,256,310,25,61440,0.289131,3
0.65,256,320,25,61440,0.291434,3
0.65,256,330,25,61440,0.291776,3
0.65,256,340,25,61440,0.292709,3
0.65,256,350,25,61440,0.290214,3
0.65,256,360,25,61440,0.287008,3
0.65,256,370,25,61440,0.292153,3
0.65,256,380,25,61440,0.28982,3
0.65,256,390,25,61440,0.295538,3
0.65,256,400,25,61440,0.290061,3
0.65,256,410,25,61440,0.282313,3
0.65,256,420,25,61440,0.288922,3
0.65,256,430,25,61440,0.288869,3
0.65,256,440,25,61440,0.291669,3
0.65,256,450,25,61440,0.290085,3
0.65,256,460,25,61440,0.288941,3
0.65,256,470,25,61440,0.294887,3
0.65,256,480,25,61440,0.292036,3
0.65,256,490,25,61440,0.285384,3
0.65,256,500,25,61440,0.289428,3
0.65,256,30,30,61440,0.2304,3
0.65,256,40,30,61440,0.221929,3
0.65,256,50,30,61440,0.273687,3
0.65,256,60,30,61440,0.262144,3
0.65,256,70,30,61440,0.267648,3
0.65,256,80,30,61440,0.304,3
0.65,256,90,30,61440,0.261949,3
0.65,256,100,30,61440,0.291694,3
0.65,256,110,30,61440,0.305804,3
0.65,256,120,30,61440,0.253175,3
0.65,256,130,30,61440,0.284965,3
0.65,256,140,30,61440,0.306249,3
0.65,256,150,30,61440,0.262437,3
0.65,256,160,30,61440,0.272043,3
0.65,256,170,30,61440,0.29737,3
0.65,256,180,30,61440,0.255714,3
0.65,256,190,30,61440,0.263773,3
0.65,256,200,30,61440,0.276992,3
0.65,256,210,30,61440,0.254853,3
0.65,256,220,30,61440,0.268861,3
0.65,256,230,30,61440,0.283961,3
0.65,256,240,30,61440,0.254347,3
0.65,256,250,30,61440,0.261191,3
0.65,256,260,30,61440,0.280795,3
0.65,256,270,30,61440,0.250738,3
0.65,256,280,30,61440,0.267475,3
0.65,256,290,30,61440,0.275927,3
0.65,256,300,30,61440,0.258048,3
0.65,256,310,30,61440,0.26349,3
0.65,256,320,30,61440,0.270599,3
0.65,256,330,30,61440,0.261978,3
0.65,256,340,30,61440,0.265,3
0.65,256,350,30,61440,0.276231,3
0.65,256,360,30,61440,0.258248,3
0.65,256,370,30,61440,0.261754,3
0.65,256,380,30,61440,0.267142,3
0.65,256,390,30,61440,0.260715,3
0.65,256,400,30,61440,0.26591,3
0.65,256,410,30,61440,0.269577,3
0.65,256,420,30,61440,0.254275,3
0.65,256,430,30,61440,0.264063,3
0.65,256,440,30,61440,0.285173,3
0.65,256,450,30,61440,0.268913,3
0.65,256,460,30,61440,0.268731,3
0.65,256,470,30,61440,0.277295,3
0.65,256,480,30,61440,0.267157,3
0.65,256,490,30,61440,0.270533,3
0.65,256,500,30,61440,0.280675,3
0.65,256,30,35,61440,0.249856,3
0.65,256,40,35,61440,0.203605,3
